Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	NOAMP	EXPFAIL	THOLDFAIL	PRFDROP
275	L11	false	10	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.125	true	1	45						0.000	0.000	N	Y	Y	N
276	L12	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.441	26.441					true	0.040	true	1	45						1.076	0.875	N	N	Y	N
276	L12	false	10	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	41.683	41.683					true	0.136	true	1	45						1.085	0.887	N	N	Y	N
277	L13	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.776	26.776					true	0.040	true	1	45						1.086	0.895	N	N	Y	N
277	L13	false	10	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	32.435	32.435					true	0.211	true	1	45						1.284	0.975	N	N	Y	N
278	L14	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.013	27.013					true	0.040	true	1	45						1.079	0.868	N	Y	Y	N
278	L14	false	10	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.245	true	1	45						0.000	0.000	N	Y	Y	N
279	L15	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.767	26.767					true	0.040	true	1	45						1.078	0.934	N	N	Y	N
279	L15	false	10	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	32.178	32.178					true	0.298	true	1	45						1.379	0.980	N	N	Y	N
280	L16	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.890	27.890					true	0.040	true	1	45						1.073	0.909	N	N	Y	N
280	L16	false	10	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	33.320	33.320					true	0.110	true	1	45						1.175	0.934	N	N	Y	N
281	L17	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.725	26.725					true	0.040	true	1	45						1.082	0.902	N	N	Y	N
281	L17	false	10	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	35.554	35.554					true	0.235	true	1	45						1.319	0.967	N	N	Y	N
282	L18	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.907	26.907					true	0.040	true	1	45						1.074	0.928	N	N	Y	N
282	L18	false	10	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	34.247	34.247					true	0.231	true	1	45						1.284	0.970	N	N	Y	N
283	L19	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.828	26.828					true	0.040	true	1	45						1.076	0.939	N	N	Y	N
283	L19	false	10	stec_stx1	UNKNOWN	FAM	NFQ-MGB	33.577	33.577					true	0.244	true	1	45						1.367	0.985	N	N	Y	N
284	L20	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.819	26.819					true	0.040	true	1	45						1.073	0.974	N	N	Y	N
284	L20	false	10	stec_stx2	UNKNOWN	FAM	NFQ-MGB	31.479	31.479					true	0.152	true	1	45						1.276	0.962	N	N	Y	N
285	L21	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.648	26.648					true	0.040	true	1	45						1.068	0.923	N	N	Y	N
285	L21	false	10	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	30.222	30.222					true	0.317	true	1	45						1.406	0.958	N	N	Y	N
286	L22	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.943	26.943					true	0.040	true	1	45						1.068	0.791	N	N	Y	N
286	L22	false	10	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	31.609	31.609					true	0.400	true	1	45						1.460	0.984	N	N	Y	N
287	L23	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.882	26.882					true	0.040	true	1	45						1.059	0.803	N	N	Y	N
287	L23	false	10	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	31.867	31.867					true	0.115	true	1	45						1.164	0.954	N	N	Y	N
288	L24	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.060	27.060					true	0.040	true	1	45						1.054	0.908	N	N	Y	N
288	L24	false	10	zika	UNKNOWN	FAM	NFQ-MGB	35.865	35.865					true	0.260	true	1	45						1.333	0.946	N	N	Y	N
289	M1	false	1	16s	UNKNOWN	FAM	NFQ-MGB	29.576	29.576					true	0.042	true	1	45						0.966	0.961	N	N	Y	N
289	M1	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.114	27.114					true	0.040	true	1	45						1.072	0.896	N	N	Y	N
290	M2	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.785	26.785					true	0.040	true	1	45						1.065	0.909	N	N	Y	N
290	M2	false	1	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	34.234	34.234					true	0.170	true	1	45						1.228	0.948	N	N	Y	N
291	M3	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.257	27.257					true	0.040	true	1	45						1.073	0.903	N	N	Y	N
291	M3	false	1	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	33.780	33.780					true	0.102	true	1	45						1.092	0.957	N	N	Y	N
292	M4	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.553	26.553					true	0.040	true	1	45						1.071	0.921	N	N	Y	N
292	M4	false	1	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	36.749	36.749					true	0.232	true	1	45						1.331	0.962	N	N	Y	N
293	M5	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.692	26.692					true	0.040	true	1	45						1.086	0.799	N	N	Y	N
293	M5	false	1	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	38.400	38.400					true	0.040	true	1	45						0.356	0.391	N	N	Y	N
294	M6	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.591	26.591					true	0.040	true	1	45						1.072	0.939	N	Y	Y	N
294	M6	false	1	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.246	true	1	45						0.000	0.000	N	Y	Y	N
295	M7	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.954	26.954					true	0.040	true	1	45						1.081	0.903	N	N	Y	N
295	M7	false	1	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	36.508	36.508					true	0.411	true	1	45						1.454	0.983	N	N	Y	N
296	M8	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.736	26.736					true	0.040	true	1	45						1.076	0.892	N	N	Y	N
296	M8	false	1	bhv	UNKNOWN	FAM	NFQ-MGB	33.939	33.939					true	0.054	true	1	45						0.910	0.848	N	N	Y	N
297	M9	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.944	26.944					true	0.040	true	1	45						1.085	0.913	N	N	Y	N
297	M9	false	1	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	35.938	35.938					true	0.106	true	1	45						1.059	0.778	N	N	Y	N
298	M10	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.899	26.899					true	0.040	true	1	45						1.080	0.887	N	Y	Y	N
298	M10	false	1	brsv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.309	true	1	45						0.000	0.000	N	Y	Y	N
299	M11	false	1	18s	UNKNOWN	FAM	NFQ-MGB	33.512	33.512					true	0.153	true	1	45						1.204	0.963	N	N	Y	N
299	M11	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.936	26.936					true	0.040	true	1	45						1.067	0.894	N	N	Y	N
300	M12	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.862	26.862					true	0.040	true	1	45						1.079	0.911	N	N	Y	N
300	M12	false	1	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	33.534	33.534					true	0.203	true	1	45						1.297	0.948	N	N	Y	N
301	M13	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.367	27.367					true	0.040	true	1	45						1.081	0.863	N	N	Y	N
301	M13	false	1	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	33.364	33.364					true	0.162	true	1	45						1.312	0.972	N	N	Y	N
302	M14	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.719	26.719					true	0.040	true	1	45						1.072	0.908	N	N	Y	N
302	M14	false	1	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	35.524	35.524					true	0.133	true	1	45						1.168	0.914	N	N	Y	N
303	M15	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.796	26.796					true	0.040	true	1	45						1.078	0.909	N	N	Y	N
303	M15	false	1	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	33.786	33.786					true	0.228	true	1	45						1.255	0.952	N	N	Y	N
304	M16	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.158	27.158					true	0.040	true	1	45						1.073	0.873	N	N	Y	N
304	M16	false	1	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	36.225	36.225					true	0.289	true	1	45						1.312	0.958	N	N	Y	N
305	M17	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.856	26.856					true	0.040	true	1	45						1.081	0.885	N	N	Y	N
305	M17	false	1	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	34.979	34.979					true	0.192	true	1	45						1.348	0.950	N	N	Y	N
306	M18	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.092	27.092					true	0.040	true	1	45						1.068	0.888	N	N	Y	N
306	M18	false	1	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	33.189	33.189					true	0.115	true	1	45						1.138	0.938	N	N	Y	N
307	M19	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.692	26.692					true	0.040	true	1	45						1.070	0.955	N	N	Y	N
307	M19	false	1	eaec_aata	UNKNOWN	FAM	NFQ-MGB	33.300	33.300					true	0.040	true	1	45						0.977	0.903	N	N	Y	N
308	M20	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.081	27.081					true	0.040	true	1	45						1.076	0.944	N	N	Y	N
308	M20	false	1	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	35.150	35.150					true	0.208	true	1	45						1.189	0.870	N	N	Y	N
309	M21	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.728	26.728					true	0.040	true	1	45						1.078	0.925	N	N	Y	N
309	M21	false	1	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	34.313	34.313					true	0.356	true	1	45						1.382	0.963	N	N	Y	N
310	M22	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.258	27.258					true	0.040	true	1	45						1.067	0.900	N	N	Y	N
310	M22	false	1	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	34.718	34.718					true	0.253	true	1	45						1.315	0.950	N	N	Y	N
311	M23	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.947	26.947					true	0.040	true	1	45						1.061	0.846	N	Y	Y	N
311	M23	false	1	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.158	true	1	45						0.000	0.000	N	Y	Y	N
312	M24	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.372	27.372					true	0.040	true	1	45						1.056	0.811	N	N	Y	N
312	M24	false	1	epec_eae	UNKNOWN	FAM	NFQ-MGB	34.563	34.563					true	0.223	true	1	45						1.303	0.957	N	N	Y	N
313	N1	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	30.771	30.771					true	0.040	true	1	45						0.581	0.541	N	Y	Y	N
313	N1	false	1	etec_lt	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.203	true	1	45						0.000	0.000	N	Y	Y	N
314	N2	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.185	27.185					true	0.040	true	1	45						1.063	0.946	N	Y	Y	N
314	N2	false	1	etec_sth	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.221	true	1	45						0.000	0.000	N	Y	Y	N
315	N3	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.871	26.871					true	0.040	true	1	45						1.064	0.921	N	Y	Y	N
315	N3	false	1	etec_stp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.063	true	1	45						0.000	0.000	N	Y	Y	N
316	N4	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.280	27.280					true	0.040	true	1	45						1.068	0.864	N	Y	Y	N
316	N4	false	1	giardia_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.191	true	1	45						0.000	0.000	N	Y	Y	N
317	N5	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.769	26.769					true	0.040	true	1	45						1.084	0.912	N	N	Y	N
317	N5	false	1	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	38.542	38.542					true	0.162	true	1	45						1.250	0.896	N	N	Y	N
318	N6	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.411	26.411					true	0.040	true	1	45						1.080	0.831	N	Y	Y	N
318	N6	false	1	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.152	true	1	45						0.000	0.000	N	Y	Y	N
319	N7	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.723	26.723					true	0.040	true	1	45						1.099	0.910	N	N	Y	N
319	N7	false	1	hep_g	UNKNOWN	FAM	NFQ-MGB	27.621	27.621					true	0.255	true	1	45						1.341	0.982	N	N	Y	N
320	N8	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.823	26.823					true	0.040	true	1	45						1.079	0.906	N	Y	Y	N
320	N8	false	1	hf183	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.192	true	1	45						0.000	0.000	N	Y	Y	N
321	N9	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.807	26.807					true	0.040	true	1	45						1.082	0.936	N	Y	Y	N
321	N9	false	1	human_mtdna	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.155	true	1	45						0.208	0.000	N	Y	Y	N
322	N10	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.944	26.944					true	0.040	true	1	45						1.080	0.926	N	Y	Y	N
322	N10	false	1	necator_americanus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.122	true	1	45						0.000	0.000	N	Y	Y	N
323	N11	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.620	26.620					true	0.040	true	1	45						1.080	0.901	N	N	Y	N
323	N11	false	1	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	36.962	36.962					true	0.125	true	1	45						1.145	0.958	N	N	Y	N
324	N12	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.483	26.483					true	0.040	true	1	45						1.080	0.878	N	N	Y	N
324	N12	false	1	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	35.963	35.963					true	0.136	true	1	45						1.169	0.960	N	N	Y	N
325	N13	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.545	26.545					true	0.040	true	1	45						1.087	0.896	N	N	Y	N
325	N13	false	1	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	32.995	32.995					true	0.211	true	1	45						1.264	0.960	N	N	Y	N
326	N14	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.814	26.814					true	0.040	true	1	45						1.079	0.924	N	Y	Y	N
326	N14	false	1	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.245	true	1	45						0.000	0.000	N	Y	Y	N
327	N15	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.611	26.611					true	0.040	true	1	45						1.077	0.892	N	N	Y	N
327	N15	false	1	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	34.775	34.775					true	0.298	true	1	45						1.384	0.963	N	N	Y	N
328	N16	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.748	26.748					true	0.040	true	1	45						1.068	0.854	N	Y	Y	N
328	N16	false	1	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.110	true	1	45						0.000	0.000	N	Y	Y	N
329	N17	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.995	26.995					true	0.040	true	1	45						1.080	0.895	N	N	Y	N
329	N17	false	1	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	35.676	35.676					true	0.235	true	1	45						1.314	0.958	N	N	Y	N
330	N18	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.087	27.087					true	0.040	true	1	45						1.061	0.960	N	N	Y	N
330	N18	false	1	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	33.912	33.912					true	0.231	true	1	45						1.283	0.967	N	N	Y	N
331	N19	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.515	26.515					true	0.040	true	1	45						1.064	0.942	N	Y	Y	N
331	N19	false	1	stec_stx1	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.244	true	1	45						0.000	0.000	N	Y	Y	N
332	N20	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.226	27.226					true	0.040	true	1	45						1.064	0.933	N	Y	Y	N
332	N20	false	1	stec_stx2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.152	true	1	45						0.000	0.000	N	Y	Y	N
333	N21	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.634	26.634					true	0.040	true	1	45						1.069	0.957	N	N	Y	N
333	N21	false	1	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.317	true	1	45						0.351	0.000	N	N	Y	N
334	N22	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.895	26.895					true	0.040	true	1	45						1.065	0.861	N	Y	Y	N
334	N22	false	1	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.400	true	1	45						0.000	0.000	N	Y	Y	N
335	N23	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.131	27.131					true	0.040	true	1	45						1.058	0.868	N	N	Y	N
335	N23	false	1	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	34.516	34.516					true	0.115	true	1	45						1.157	0.950	N	N	Y	N
336	N24	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.890	26.890					true	0.040	true	1	45						1.051	0.911	N	N	Y	N
336	N24	false	1	zika	UNKNOWN	FAM	NFQ-MGB	36.682	36.682					true	0.260	true	1	45						1.304	0.932	N	N	Y	N
337	O1	false	NTC	16s	UNKNOWN	FAM	NFQ-MGB	30.145	30.145					true	0.042	true	1	45						0.964	0.953	N	N	Y	N
337	O1	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.123	27.123					true	0.040	true	1	45						1.053	0.947	N	N	Y	N
338	O2	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.019	27.019					true	0.040	true	1	45						1.051	0.943	N	Y	Y	N
338	O2	false	NTC	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.170	true	1	45						0.000	0.000	N	Y	Y	N
339	O3	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.718	26.718					true	0.040	true	1	45						1.066	0.927	N	Y	Y	N
339	O3	false	NTC	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.102	true	1	45						0.000	0.000	N	Y	Y	N
340	O4	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.121	27.121					true	0.040	true	1	45						1.065	0.920	N	Y	Y	N
340	O4	false	NTC	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.232	true	1	45						0.000	0.000	N	Y	Y	N
341	O5	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.015	27.015					true	0.040	true	1	45						1.075	0.929	N	Y	Y	N
341	O5	false	NTC	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	Y	Y	N
342	O6	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.686	26.686					true	0.040	true	1	45						1.075	0.928	N	Y	Y	N
342	O6	false	NTC	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.246	true	1	45						0.000	0.000	N	Y	Y	N
343	O7	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.862	26.862					true	0.040	true	1	45						1.072	0.921	N	Y	Y	N
343	O7	false	NTC	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.411	true	1	45						0.000	0.000	N	Y	Y	N
344	O8	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.732	26.732					true	0.040	true	1	45						1.078	0.891	N	Y	Y	N
344	O8	false	NTC	bhv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.054	true	1	45						0.000	0.000	N	Y	Y	N
345	O9	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.734	26.734					true	0.040	true	1	45						1.067	0.909	N	Y	Y	N
345	O9	false	NTC	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.106	true	1	45						0.000	0.000	N	Y	Y	N
346	O10	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.614	26.614					true	0.040	true	1	45						1.078	0.896	N	Y	Y	N
346	O10	false	NTC	brsv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.309	true	1	45						0.000	0.000	N	Y	Y	N
347	O11	false	NTC	18s	UNKNOWN	FAM	NFQ-MGB	33.570	33.570					true	0.153	true	1	45						1.232	0.964	N	N	Y	N
347	O11	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.807	26.807					true	0.040	true	1	45						1.066	0.926	N	N	Y	N
348	O12	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.812	26.812					true	0.040	true	1	45						1.076	0.876	N	Y	Y	N
348	O12	false	NTC	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.203	true	1	45						0.427	0.000	N	Y	Y	N
349	O13	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.976	26.976					true	0.040	true	1	45						1.072	0.842	N	Y	Y	N
349	O13	false	NTC	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.162	true	1	45						0.000	0.000	N	Y	Y	N
350	O14	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.871	26.871					true	0.040	true	1	45						1.076	0.928	N	Y	Y	N
350	O14	false	NTC	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.133	true	1	45						0.000	0.000	N	Y	Y	N
351	O15	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.612	26.612					true	0.040	true	1	45						1.077	0.868	N	Y	Y	N
351	O15	false	NTC	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.228	true	1	45						0.000	0.000	N	Y	Y	N
352	O16	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.059	27.059					true	0.040	true	1	45						1.074	0.889	N	Y	Y	N
352	O16	false	NTC	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.289	true	1	45						0.000	0.000	N	Y	Y	N
353	O17	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.763	26.763					true	0.040	true	1	45						1.076	0.900	N	Y	Y	N
353	O17	false	NTC	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.192	true	1	45						0.000	0.000	N	Y	Y	N
354	O18	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.318	27.318					true	0.040	true	1	45						1.063	0.887	N	Y	Y	N
354	O18	false	NTC	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.115	true	1	45						0.000	0.000	N	Y	Y	N
355	O19	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.362	27.362					true	0.040	true	1	45						1.068	0.953	N	Y	Y	N
355	O19	false	NTC	eaec_aata	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	Y	Y	N
356	O20	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.945	26.945					true	0.040	true	1	45						1.066	0.893	N	Y	Y	N
356	O20	false	NTC	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.208	true	1	45						0.000	0.000	N	Y	Y	N
357	O21	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.614	26.614					true	0.040	true	1	45						1.064	0.893	N	N	Y	N
357	O21	false	NTC	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.356	true	1	45						0.252	0.000	N	N	Y	N
358	O22	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.842	26.842					true	0.040	true	1	45						1.065	0.824	N	N	Y	N
358	O22	false	NTC	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	34.973	34.973					true	0.253	true	1	45						1.290	0.918	N	N	Y	N
359	O23	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.979	26.979					true	0.040	true	1	45						1.063	0.887	N	Y	Y	N
359	O23	false	NTC	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.158	true	1	45						0.000	0.000	N	Y	Y	N
360	O24	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.014	27.014					true	0.040	true	1	45						1.034	0.908	N	Y	Y	N
360	O24	false	NTC	epec_eae	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.223	true	1	45						0.000	0.000	N	Y	Y	N
361	P1	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	30.107	30.107					true	0.040	true	1	45						0.537	0.600	N	Y	Y	N
361	P1	false	NTC	etec_lt	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.203	true	1	45						0.000	0.000	N	Y	Y	N
362	P2	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.642	26.642					true	0.040	true	1	45						1.047	0.931	N	Y	Y	N
362	P2	false	NTC	etec_sth	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.221	true	1	45						0.000	0.000	N	Y	Y	N
363	P3	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.193	26.193					true	0.040	true	1	45						1.068	0.976	N	Y	Y	N
363	P3	false	NTC	etec_stp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.063	true	1	45						0.000	0.000	N	Y	Y	N
364	P4	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.862	26.862					true	0.040	true	1	45						1.067	0.926	Y	Y	Y	N
364	P4	false	NTC	giardia_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.191	true	1	45						0.000	0.000	Y	Y	Y	N
365	P5	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.281	27.281					true	0.040	true	1	45						1.077	0.947	N	Y	Y	N
365	P5	false	NTC	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.162	true	1	45						0.000	0.000	N	Y	Y	N
366	P6	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.065	27.065					true	0.040	true	1	45						1.075	0.894	Y	Y	Y	N
366	P6	false	NTC	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.152	true	1	45						0.000	0.000	Y	Y	Y	N
367	P7	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.293	26.293					true	0.040	true	1	45						1.099	0.915	N	N	Y	N
367	P7	false	NTC	hep_g	UNKNOWN	FAM	NFQ-MGB	27.317	27.317					true	0.255	true	1	45						1.356	0.976	N	N	Y	N
368	P8	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.908	26.908					true	0.040	true	1	45						1.076	0.867	N	Y	Y	N
368	P8	false	NTC	hf183	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.192	true	1	45						0.378	0.000	N	Y	Y	N
