Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	NOISE	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
254	K14	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.754	26.754					true	0.040	true	1	45						1.078	0.927	N	N	N	N	Y	N	N
254	K14	false	10	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	30.542	30.542					true	0.070	true	1	45						1.191	0.828	N	N	N	N	Y	N	N
255	K15	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.758	26.758					true	0.040	true	1	45						1.083	0.922	N	N	N	N	Y	N	N
255	K15	false	10	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	31.122	31.122					true	0.161	true	1	45						1.279	0.954	N	N	N	N	Y	N	N
256	K16	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.055	27.055					true	0.040	true	1	45						1.075	0.916	N	N	N	N	Y	N	N
256	K16	false	10	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	35.077	35.077					true	0.258	true	1	45						1.336	0.943	N	N	N	N	Y	N	N
257	K17	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.628	26.628					true	0.040	true	1	45						1.068	0.962	N	N	N	N	Y	N	N
257	K17	false	10	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	29.875	29.875					true	0.106	true	1	45						1.369	0.966	N	N	N	N	Y	N	N
258	K18	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.649	26.649					true	0.040	true	1	45						1.084	0.928	N	N	N	N	Y	N	N
258	K18	false	10	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	29.322	29.322					true	0.051	true	1	45						1.156	0.902	N	N	N	N	Y	N	N
259	K19	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.069	27.069					true	0.040	true	1	45						1.077	0.879	N	N	N	N	Y	N	N
259	K19	false	10	eaec_aata	UNKNOWN	FAM	NFQ-MGB	29.405	29.405					true	0.040	true	1	45						1.021	0.707	N	N	N	N	Y	N	N
260	K20	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.069	27.069					true	0.040	true	1	45						1.072	0.921	N	N	N	N	Y	N	N
260	K20	false	10	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	31.957	31.957					true	0.119	true	1	45						1.192	0.905	N	N	N	N	Y	N	N
261	K21	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.919	26.919					true	0.040	true	1	45						1.070	0.956	N	N	N	N	Y	N	N
261	K21	false	10	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	31.202	31.202					true	0.248	true	1	45						1.390	0.931	N	N	N	N	Y	N	N
262	K22	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.925	26.925					true	0.040	true	1	45						1.070	0.907	N	N	N	N	Y	N	N
262	K22	false	10	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	31.721	31.721					true	0.181	true	1	45						1.288	0.969	N	N	N	N	Y	N	N
263	K23	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.772	26.772					true	0.040	true	1	45						1.049	0.925	N	N	N	N	Y	N	N
263	K23	false	10	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	32.092	32.092					true	0.122	true	1	45						1.225	0.944	N	N	N	N	Y	N	N
264	K24	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.834	26.834					true	0.040	true	1	45						1.054	0.906	N	N	N	N	Y	N	N
264	K24	false	10	epec_eae	UNKNOWN	FAM	NFQ-MGB	33.241	33.241					true	0.168	true	1	45						1.284	0.911	N	N	N	N	Y	N	N
265	L1	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.496	27.496					true	0.040	true	1	45						0.634	0.711	N	N	N	N	Y	N	N
265	L1	false	10	etec_lt	UNKNOWN	FAM	NFQ-MGB	32.118	32.118					true	0.185	true	1	45						1.314	0.917	N	N	N	N	Y	N	N
266	L2	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.245	27.245					true	0.040	true	1	45						1.078	0.933	N	N	N	N	Y	N	N
266	L2	false	10	etec_sth	UNKNOWN	FAM	NFQ-MGB	32.487	32.487					true	0.221	true	1	45						1.347	0.917	N	N	N	N	Y	N	N
267	L3	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.975	26.975					true	0.040	true	1	45						1.065	0.940	N	N	N	N	Y	N	N
267	L3	false	10	etec_stp	UNKNOWN	FAM	NFQ-MGB	33.615	33.615					true	0.065	true	1	45						1.131	0.750	N	N	N	N	Y	N	N
268	L4	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.844	26.844					true	0.040	true	1	45						1.071	0.949	N	N	N	N	Y	N	N
268	L4	false	10	giardia_spp	UNKNOWN	FAM	NFQ-MGB	30.956	30.956					true	0.149	true	1	45						1.253	0.927	N	N	N	N	Y	N	N
269	L5	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.454	26.454					true	0.040	true	1	45						1.088	0.918	N	N	N	N	Y	N	N
269	L5	false	10	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	32.637	32.637					true	0.139	true	1	45						1.221	0.979	N	N	N	N	Y	N	N
270	L6	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.111	26.111					true	0.040	true	1	45						1.073	0.958	N	N	N	Y	Y	N	N
270	L6	false	10	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.130	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
271	L7	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.184	26.184					true	0.040	true	1	45						1.113	0.936	N	N	N	N	Y	N	N
271	L7	false	10	hep_g	UNKNOWN	FAM	NFQ-MGB	27.124	27.124					true	0.230	true	1	45						1.332	0.957	N	N	N	N	Y	N	N
272	L8	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.879	26.879					true	0.040	true	1	45						1.080	0.917	N	N	N	N	Y	N	N
272	L8	false	10	hf183	UNKNOWN	FAM	NFQ-MGB	31.386	31.386					true	0.179	true	1	45						1.294	0.987	N	N	N	N	Y	N	N
273	L9	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.696	26.696					true	0.040	true	1	45						1.086	0.949	N	N	N	N	Y	N	N
273	L9	false	10	human_mtdna	UNKNOWN	FAM	NFQ-MGB	32.022	32.022					true	0.127	true	1	45						1.186	0.975	N	N	N	N	Y	N	N
274	L10	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.002	27.002					true	0.040	true	1	45						1.071	0.913	N	N	N	N	Y	N	N
274	L10	false	10	necator_americanus	UNKNOWN	FAM	NFQ-MGB	34.745	34.745					true	0.113	true	1	45						1.213	0.908	N	N	N	N	Y	N	N
275	L11	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.442	26.442					true	0.040	true	1	45						1.080	0.890	N	N	N	N	Y	N	N
275	L11	false	10	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	36.816	36.816					true	0.130	true	1	45						1.157	0.971	N	N	N	N	Y	N	N
276	L12	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.998	26.998					true	0.040	true	1	45						1.080	0.875	N	N	N	Y	Y	N	N
276	L12	false	10	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.114	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
277	L13	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.544	26.544					true	0.040	true	1	45						1.089	0.966	N	N	N	N	Y	N	N
277	L13	false	10	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	30.204	30.204					true	0.162	true	1	45						1.250	0.960	N	N	N	N	Y	N	N
278	L14	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.511	26.511					true	0.040	true	1	45						1.069	0.916	N	N	N	Y	Y	N	N
278	L14	false	10	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.164	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
279	L15	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.966	26.966					true	0.040	true	1	45						1.080	0.934	N	N	N	N	Y	N	N
279	L15	false	10	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	32.803	32.803					true	0.304	true	1	45						1.382	0.962	N	N	N	N	Y	N	N
280	L16	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.575	26.575					true	0.040	true	1	45						1.075	0.935	N	N	N	Y	Y	N	N
280	L16	false	10	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.041	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
281	L17	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.629	26.629					true	0.040	true	1	45						1.063	0.897	N	N	N	N	Y	N	N
281	L17	false	10	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	35.705	35.705					true	0.217	true	1	45						1.303	0.930	N	N	N	N	Y	N	N
282	L18	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.942	26.942					true	0.040	true	1	45						1.065	0.919	N	N	N	N	Y	N	N
282	L18	false	10	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	31.466	31.466					true	0.189	true	1	45						1.291	0.965	N	N	N	N	Y	N	N
283	L19	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.923	26.923					true	0.040	true	1	45						1.061	0.863	N	N	N	N	Y	N	N
283	L19	false	10	stec_stx1	UNKNOWN	FAM	NFQ-MGB	32.505	32.505					true	0.238	true	1	45						1.358	0.988	N	N	N	N	Y	N	N
284	L20	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.075	27.075					true	0.040	true	1	45						1.072	0.935	N	N	N	N	Y	N	N
284	L20	false	10	stec_stx2	UNKNOWN	FAM	NFQ-MGB	32.829	32.829					true	0.161	true	1	45						1.258	0.940	N	N	N	N	Y	N	N
285	L21	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.938	26.938					true	0.040	true	1	45						1.078	0.917	N	N	N	N	Y	N	N
285	L21	false	10	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	32.844	32.844					true	0.217	true	1	45						1.395	0.833	N	N	N	N	Y	N	N
286	L22	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.803	26.803					true	0.040	true	1	45						1.059	0.876	N	N	N	N	Y	N	N
286	L22	false	10	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	33.058	33.058					true	0.378	true	1	45						1.445	0.982	N	N	N	N	Y	N	N
287	L23	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.223	27.223					true	0.040	true	1	45						1.056	0.950	N	N	N	N	Y	N	N
287	L23	false	10	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	31.223	31.223					true	0.101	true	1	45						1.164	0.937	N	N	N	N	Y	N	N
288	L24	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.890	26.890					true	0.040	true	1	45						1.059	0.859	N	N	N	N	Y	N	N
288	L24	false	10	zika	UNKNOWN	FAM	NFQ-MGB	40.269	40.269					true	0.216	true	1	45						1.292	0.918	N	N	N	N	Y	N	N
289	M1	false	1	16s	UNKNOWN	FAM	NFQ-MGB	29.395	29.395					true	0.040	true	1	45						0.981	0.799	N	N	N	N	Y	N	N
289	M1	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.531	26.531					true	0.040	true	1	45						1.057	0.919	N	N	N	N	Y	N	N
290	M2	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.056	27.056					true	0.040	true	1	45						1.060	0.978	N	N	N	N	Y	N	N
290	M2	false	1	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	34.237	34.237					true	0.133	true	1	45						1.224	0.948	N	N	N	N	Y	N	N
291	M3	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.685	26.685					true	0.040	true	1	45						1.068	0.959	N	N	N	N	Y	N	N
291	M3	false	1	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	36.982	36.982					true	0.059	true	1	45						1.105	0.941	N	N	N	N	Y	N	N
292	M4	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.836	26.836					true	0.040	true	1	45						1.074	0.957	N	N	N	N	Y	N	N
292	M4	false	1	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	35.400	35.400					true	0.207	true	1	45						1.359	0.933	N	N	N	N	Y	N	N
293	M5	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.723	26.723					true	0.040	true	1	45						1.075	0.946	N	N	N	Y	Y	N	N
293	M5	false	1	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.200	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
294	M6	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.931	26.931					true	0.040	true	1	45						1.076	0.924	N	N	N	N	Y	N	N
294	M6	false	1	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.118	true	1	45						0.000	0.000	N	N	N	N	Y	N	N
295	M7	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.567	26.567					true	0.040	true	1	45						1.082	0.944	N	N	N	N	Y	N	N
295	M7	false	1	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	34.833	34.833					true	0.410	true	1	45						1.455	0.962	N	N	N	N	Y	N	N
296	M8	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.900	26.900					true	0.040	true	1	45						1.080	0.942	N	N	N	N	Y	N	N
296	M8	false	1	bhv	UNKNOWN	FAM	NFQ-MGB	35.256	35.256					true	0.040	true	1	45						0.894	0.707	N	N	N	N	Y	N	N
297	M9	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.888	26.888					true	0.040	true	1	45						1.084	0.921	N	N	N	N	Y	N	N
297	M9	false	1	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	34.508	34.508					true	0.040	true	1	45						1.094	0.968	N	N	N	N	Y	N	N
298	M10	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.986	26.986					true	0.040	true	1	45						1.081	0.905	N	N	N	Y	Y	N	N
298	M10	false	1	brsv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.252	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
299	M11	false	1	18s	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.139	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
299	M11	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.490	26.490					true	0.040	true	1	45						1.071	0.912	N	N	N	Y	Y	N	N
300	M12	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.105	27.105					true	0.040	true	1	45						1.090	0.943	N	N	N	N	Y	N	N
300	M12	false	1	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	33.048	33.048					true	0.161	true	1	45						1.304	0.983	N	N	N	N	Y	N	N
301	M13	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.742	26.742					true	0.040	true	1	45						1.085	0.909	N	N	N	N	Y	N	N
301	M13	false	1	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	35.140	35.140					true	0.160	true	1	45						1.318	0.978	N	N	N	N	Y	N	N
302	M14	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.651	26.651					true	0.040	true	1	45						1.081	0.928	N	N	N	N	Y	N	N
302	M14	false	1	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	32.717	32.717					true	0.070	true	1	45						1.179	0.958	N	N	N	N	Y	N	N
303	M15	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.728	26.728					true	0.040	true	1	45						1.083	0.930	N	N	N	N	Y	N	N
303	M15	false	1	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	33.227	33.227					true	0.161	true	1	45						1.293	0.892	N	N	N	N	Y	N	N
304	M16	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.427	27.427					true	0.040	true	1	45						1.073	0.928	N	Y	N	Y	Y	N	N
304	M16	false	1	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.258	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
305	M17	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.721	26.721					true	0.040	true	1	45						1.076	0.913	N	N	N	N	Y	N	N
305	M17	false	1	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	32.131	32.131					true	0.106	true	1	45						1.362	0.963	N	N	N	N	Y	N	N
306	M18	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.854	26.854					true	0.040	true	1	45						1.074	0.935	N	N	N	N	Y	N	N
306	M18	false	1	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	32.270	32.270					true	0.051	true	1	45						1.162	0.945	N	N	N	N	Y	N	N
307	M19	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	25.862	25.862					true	0.040	true	1	45						1.085	0.835	N	N	N	N	Y	N	N
307	M19	false	1	eaec_aata	UNKNOWN	FAM	NFQ-MGB	33.854	33.854					true	0.040	true	1	45						1.035	0.523	N	N	N	N	Y	N	N
308	M20	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.555	26.555					true	0.040	true	1	45						1.073	0.896	N	N	N	N	Y	N	N
308	M20	false	1	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	33.877	33.877					true	0.119	true	1	45						1.211	0.869	N	N	N	N	Y	N	N
309	M21	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.938	26.938					true	0.040	true	1	45						1.070	0.931	N	N	N	N	Y	N	N
309	M21	false	1	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	33.595	33.595					true	0.248	true	1	45						1.398	0.974	N	N	N	N	Y	N	N
310	M22	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.778	26.778					true	0.040	true	1	45						1.063	0.896	N	N	N	N	Y	N	N
310	M22	false	1	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	35.392	35.392					true	0.181	true	1	45						1.289	0.951	N	N	N	N	Y	N	N
311	M23	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.239	27.239					true	0.040	true	1	45						1.065	0.898	N	N	N	N	Y	N	N
311	M23	false	1	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	34.250	34.250					true	0.122	true	1	45						1.248	0.982	N	N	N	N	Y	N	N
312	M24	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.976	26.976					true	0.040	true	1	45						1.057	0.945	N	N	N	N	Y	N	N
312	M24	false	1	epec_eae	UNKNOWN	FAM	NFQ-MGB	34.966	34.966					true	0.168	true	1	45						1.279	0.936	N	N	N	N	Y	N	N
313	N1	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	28.827	28.827					true	0.040	true	1	45						0.570	0.698	N	N	N	N	Y	N	N
313	N1	false	1	etec_lt	UNKNOWN	FAM	NFQ-MGB	34.443	34.443					true	0.185	true	1	45						1.343	0.896	N	N	N	N	Y	N	N
314	N2	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.498	26.498					true	0.040	true	1	45						1.067	0.934	N	N	N	N	Y	N	N
314	N2	false	1	etec_sth	UNKNOWN	FAM	NFQ-MGB	32.506	32.506					true	0.221	true	1	45						1.339	0.941	N	N	N	N	Y	N	N
315	N3	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.794	26.794					true	0.040	true	1	45						1.071	0.940	N	N	N	N	Y	N	N
315	N3	false	1	etec_stp	UNKNOWN	FAM	NFQ-MGB	32.995	32.995					true	0.065	true	1	45						1.124	0.822	N	N	N	N	Y	N	N
316	N4	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.815	26.815					true	0.040	true	1	45						1.071	0.944	N	N	N	N	Y	N	N
316	N4	false	1	giardia_spp	UNKNOWN	FAM	NFQ-MGB	33.062	33.062					true	0.149	true	1	45						1.280	0.911	N	N	N	N	Y	N	N
317	N5	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.049	27.049					true	0.040	true	1	45						1.072	0.940	N	N	N	Y	Y	N	N
317	N5	false	1	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.139	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
318	N6	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.804	26.804					true	0.040	true	1	45						1.076	0.951	N	Y	N	Y	Y	N	N
318	N6	false	1	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.130	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
319	N7	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	25.695	25.695					true	0.040	true	1	45						1.110	0.981	N	N	N	N	Y	N	N
319	N7	false	1	hep_g	UNKNOWN	FAM	NFQ-MGB	27.228	27.228					true	0.230	true	1	45						1.336	0.987	N	N	N	N	Y	N	N
320	N8	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.503	26.503					true	0.040	true	1	45						1.079	0.930	N	N	N	N	Y	N	N
320	N8	false	1	hf183	UNKNOWN	FAM	NFQ-MGB	32.586	32.586					true	0.179	true	1	45						1.289	0.988	N	N	N	N	Y	N	N
321	N9	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.974	26.974					true	0.040	true	1	45						1.082	0.922	N	N	N	N	Y	N	N
321	N9	false	1	human_mtdna	UNKNOWN	FAM	NFQ-MGB	33.769	33.769					true	0.127	true	1	45						1.201	0.949	N	N	N	N	Y	N	N
322	N10	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.527	26.527					true	0.040	true	1	45						1.073	0.923	N	N	N	Y	Y	N	N
322	N10	false	1	necator_americanus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.113	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
323	N11	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.990	26.990					true	0.040	true	1	45						1.076	0.938	N	Y	N	Y	Y	N	N
323	N11	false	1	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.130	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
324	N12	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.725	26.725					true	0.040	true	1	45						1.081	0.921	N	Y	N	Y	Y	N	N
324	N12	false	1	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.114	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
325	N13	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.750	26.750					true	0.040	true	1	45						1.082	0.925	N	Y	N	Y	Y	N	N
325	N13	false	1	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.162	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
326	N14	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.776	26.776					true	0.040	true	1	45						1.076	0.883	N	N	N	Y	Y	N	N
326	N14	false	1	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.164	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
327	N15	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.761	26.761					true	0.040	true	1	45						1.072	0.952	N	N	N	Y	Y	N	N
327	N15	false	1	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.304	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
328	N16	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.117	27.117					true	0.040	true	1	45						1.071	0.908	N	Y	N	Y	Y	N	N
328	N16	false	1	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.041	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
329	N17	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.664	26.664					true	0.040	true	1	45						1.077	0.899	N	N	N	N	Y	N	N
329	N17	false	1	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.217	true	1	45						0.555	0.000	N	N	N	N	Y	N	N
330	N18	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.415	27.415					true	0.040	true	1	45						1.079	0.897	N	N	N	Y	Y	N	N
330	N18	false	1	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.189	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
331	N19	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.265	26.265					true	0.040	true	1	45						1.037	0.928	N	N	N	N	Y	N	Y
331	N19	false	1	stec_stx1	UNKNOWN	FAM	NFQ-MGB	34.302	34.302					true	0.238	true	1	45						1.383	0.969	N	N	N	N	Y	N	Y
332	N20	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.898	26.898					true	0.040	true	1	45						1.069	0.886	N	Y	N	N	Y	N	N
332	N20	false	1	stec_stx2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.161	true	1	45						0.000	0.000	N	Y	N	N	Y	N	N
333	N21	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.912	26.912					true	0.040	true	1	45						1.066	0.929	N	N	N	N	Y	N	N
333	N21	false	1	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	34.895	34.895					true	0.217	true	1	45						1.388	0.937	N	N	N	N	Y	N	N
334	N22	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.725	26.725					true	0.040	true	1	45						1.050	0.921	N	N	N	N	Y	N	N
334	N22	false	1	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	35.544	35.544					true	0.378	true	1	45						1.435	0.967	N	N	N	N	Y	N	N
335	N23	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.102	27.102					true	0.040	true	1	45						1.057	0.898	N	N	N	Y	Y	N	N
335	N23	false	1	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.101	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
336	N24	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.770	26.770					true	0.040	true	1	45						1.045	0.940	N	N	N	Y	Y	N	N
336	N24	false	1	zika	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.216	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
337	O1	false	NTC	16s	UNKNOWN	FAM	NFQ-MGB	30.812	30.812					true	0.040	true	1	45						0.938	0.799	N	N	N	N	Y	N	N
337	O1	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.623	26.623					true	0.040	true	1	45						1.057	0.971	N	N	N	N	Y	N	N
338	O2	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.267	26.267					true	0.040	true	1	45						1.061	0.963	N	N	N	Y	Y	N	Y
338	O2	false	NTC	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.133	true	1	45						0.000	0.000	N	N	N	Y	Y	N	Y
339	O3	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.564	26.564					true	0.040	true	1	45						1.064	0.959	N	N	N	Y	Y	N	N
339	O3	false	NTC	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.059	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
340	O4	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.130	27.130					true	0.040	true	1	45						1.068	0.931	N	Y	N	Y	Y	N	N
