Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
261	K21	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.928	26.928					true	0.040	true	1	45						1.085	0.835	N	N	N	Y	N	N
261	K21	false	10	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	31.397	31.397					true	0.240	true	1	45						1.370	0.836	N	N	N	Y	N	N
262	K22	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.196	27.196					true	0.040	true	1	45						1.078	0.850	N	N	N	Y	N	N
262	K22	false	10	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	32.932	32.932					true	0.158	true	1	45						1.274	0.837	N	N	N	Y	N	N
263	K23	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.364	27.364					true	0.040	true	1	45						1.069	0.881	N	N	N	Y	N	N
263	K23	false	10	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	30.565	30.565					true	0.099	true	1	45						1.212	0.964	N	N	N	Y	N	N
264	K24	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.789	26.789					true	0.040	true	1	45						1.066	0.916	N	N	N	Y	N	N
264	K24	false	10	epec_eae	UNKNOWN	FAM	NFQ-MGB	32.273	32.273					true	0.179	true	1	45						1.279	0.924	N	N	N	Y	N	N
265	L1	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	28.422	28.422					true	0.040	true	1	45						0.640	0.521	N	N	N	Y	N	N
265	L1	false	10	etec_lt	UNKNOWN	FAM	NFQ-MGB	30.334	30.334					true	0.128	true	1	45						1.297	0.942	N	N	N	Y	N	N
266	L2	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.652	26.652					true	0.040	true	1	45						1.077	0.901	N	N	N	Y	N	N
266	L2	false	10	etec_sth	UNKNOWN	FAM	NFQ-MGB	32.577	32.577					true	0.169	true	1	45						1.291	0.929	N	N	N	Y	N	N
267	L3	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.687	26.687					true	0.040	true	1	45						1.090	0.894	N	N	N	Y	N	N
267	L3	false	10	etec_stp	UNKNOWN	FAM	NFQ-MGB	30.545	30.545					true	0.040	true	1	45						1.094	0.964	N	N	N	Y	N	N
268	L4	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.708	26.708					true	0.040	true	1	45						1.091	0.831	N	N	N	Y	N	N
268	L4	false	10	giardia_spp	UNKNOWN	FAM	NFQ-MGB	32.986	32.986					true	0.147	true	1	45						1.233	0.914	N	N	N	Y	N	N
269	L5	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.352	26.352					true	0.040	true	1	45						1.093	0.878	N	N	N	Y	N	N
269	L5	false	10	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	31.466	31.466					true	0.085	true	1	45						1.185	0.839	N	N	N	Y	N	N
270	L6	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.171	27.171					true	0.040	true	1	45						1.088	0.896	N	N	N	Y	N	N
270	L6	false	10	hep_a	UNKNOWN	FAM	NFQ-MGB	34.152	34.152					true	0.119	true	1	45						1.178	0.933	N	N	N	Y	N	N
271	L7	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.539	26.539					true	0.040	true	1	45						1.103	0.898	N	N	N	Y	N	N
271	L7	false	10	hep_g	UNKNOWN	FAM	NFQ-MGB	27.593	27.593					true	0.201	true	1	45						1.299	0.942	N	N	N	Y	N	N
272	L8	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.369	26.369					true	0.040	true	1	45						1.099	0.905	N	N	N	Y	N	N
272	L8	false	10	hf183	UNKNOWN	FAM	NFQ-MGB	30.109	30.109					true	0.138	true	1	45						1.261	0.938	N	N	N	Y	N	N
273	L9	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.126	27.126					true	0.040	true	1	45						1.104	0.877	N	N	N	Y	N	N
273	L9	false	10	human_mtdna	UNKNOWN	FAM	NFQ-MGB	30.939	30.939					true	0.065	true	1	45						1.158	0.815	N	N	N	Y	N	N
274	L10	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.245	27.245					true	0.040	true	1	45						1.096	0.876	N	N	N	Y	N	N
274	L10	false	10	necator_americanus	UNKNOWN	FAM	NFQ-MGB	36.329	36.329					true	0.073	true	1	45						1.174	0.907	N	N	N	Y	N	N
275	L11	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.018	27.018					true	0.040	true	1	45						1.096	0.862	N	N	N	Y	N	N
275	L11	false	10	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	36.904	36.904					true	0.096	true	1	45						1.107	0.884	N	N	N	Y	N	N
276	L12	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.005	27.005					true	0.040	true	1	45						1.093	0.832	N	N	N	Y	N	N
276	L12	false	10	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	35.665	35.665					true	0.103	true	1	45						1.156	0.862	N	N	N	Y	N	N
277	L13	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.441	26.441					true	0.040	true	1	45						1.090	0.861	N	N	N	Y	N	N
277	L13	false	10	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	32.535	32.535					true	0.134	true	1	45						1.233	0.960	N	N	N	Y	N	N
278	L14	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.110	26.110					true	0.040	true	1	45						1.098	0.909	N	N	Y	Y	N	N
278	L14	false	10	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.156	true	1	45						0.000	0.000	N	N	Y	Y	N	N
279	L15	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.656	26.656					true	0.040	true	1	45						1.095	0.849	N	N	N	Y	N	N
279	L15	false	10	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	30.794	30.794					true	0.226	true	1	45						1.346	0.943	N	N	N	Y	N	N
280	L16	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.452	26.452					true	0.040	true	1	45						1.094	0.885	N	N	Y	Y	N	N
280	L16	false	10	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.087	true	1	45						0.000	0.000	N	N	Y	Y	N	N
281	L17	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.048	27.048					true	0.040	true	1	45						1.085	0.878	N	N	N	Y	N	N
281	L17	false	10	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	32.779	32.779					true	0.125	true	1	45						1.298	0.917	N	N	N	Y	N	N
282	L18	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.796	26.796					true	0.040	true	1	45						1.086	0.861	N	N	N	Y	N	N
282	L18	false	10	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	32.985	32.985					true	0.164	true	1	45						1.274	0.912	N	N	N	Y	N	N
283	L19	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	27.086	27.086					true	0.040	true	1	45						1.078	0.910	N	N	N	Y	N	N
283	L19	false	10	stec_stx1	UNKNOWN	FAM	NFQ-MGB	32.805	32.805					true	0.205	true	1	45						1.357	0.960	N	N	N	Y	N	N
284	L20	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.824	26.824					true	0.040	true	1	45						1.077	0.867	N	N	N	Y	N	N
284	L20	false	10	stec_stx2	UNKNOWN	FAM	NFQ-MGB	32.888	32.888					true	0.143	true	1	45						1.258	0.933	N	N	N	Y	N	N
285	L21	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.914	26.914					true	0.040	true	1	45						1.082	0.861	N	N	N	Y	N	N
285	L21	false	10	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	32.186	32.186					true	0.201	true	1	45						1.391	0.855	N	N	N	Y	N	N
286	L22	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.541	26.541					true	0.040	true	1	45						1.085	0.885	N	N	N	Y	N	N
286	L22	false	10	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	31.534	31.534					true	0.352	true	1	45						1.465	0.934	N	N	N	Y	N	N
287	L23	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.896	26.896					true	0.040	true	1	45						1.074	0.885	N	N	N	Y	N	N
287	L23	false	10	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	31.068	31.068					true	0.080	true	1	45						1.140	0.904	N	N	N	Y	N	N
288	L24	false	10	IPC	UNKNOWN	VIC	NFQ-MGB	26.715	26.715					true	0.040	true	1	45						1.074	0.860	N	N	N	Y	N	N
288	L24	false	10	zika	UNKNOWN	FAM	NFQ-MGB	36.294	36.294					true	0.192	true	1	45						1.304	0.951	N	N	N	Y	N	N
289	M1	false	1	16s	UNKNOWN	FAM	NFQ-MGB	30.068	30.068					true	0.040	true	1	45						0.883	0.862	N	N	N	Y	N	N
289	M1	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.823	26.823					true	0.040	true	1	45						1.058	0.915	N	N	N	Y	N	N
290	M2	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.089	27.089					true	0.040	true	1	45						1.080	0.839	N	N	N	Y	N	N
290	M2	false	1	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	34.482	34.482					true	0.130	true	1	45						1.216	0.851	N	N	N	Y	N	N
291	M3	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.983	26.983					true	0.040	true	1	45						1.079	0.874	N	N	N	Y	N	N
291	M3	false	1	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	34.106	34.106					true	0.045	true	1	45						1.053	0.812	N	N	N	Y	N	N
292	M4	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.085	27.085					true	0.040	true	1	45						1.079	0.900	N	N	N	Y	N	N
292	M4	false	1	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	35.133	35.133					true	0.165	true	1	45						1.286	0.945	N	N	N	Y	N	N
293	M5	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.465	26.465					true	0.040	true	1	45						1.068	0.936	N	N	Y	Y	N	N
293	M5	false	1	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
294	M6	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.413	26.413					true	0.040	true	1	45						1.078	0.930	N	N	Y	Y	N	N
294	M6	false	1	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.101	true	1	45						0.000	0.000	N	N	Y	Y	N	N
295	M7	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.404	26.404					true	0.040	true	1	45						1.080	0.896	N	N	N	Y	N	N
295	M7	false	1	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	34.134	34.134					true	0.316	true	1	45						1.392	0.954	N	N	N	Y	N	N
296	M8	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.604	26.604					true	0.040	true	1	45						1.084	0.921	N	N	N	Y	N	N
296	M8	false	1	bhv	UNKNOWN	FAM	NFQ-MGB	34.435	34.435					true	0.040	true	1	45						0.895	0.646	N	N	N	Y	N	N
297	M9	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.960	26.960					true	0.040	true	1	45						1.091	0.888	N	N	N	Y	N	N
297	M9	false	1	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	35.660	35.660					true	0.040	true	1	45						1.041	0.719	N	N	N	Y	N	N
298	M10	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.912	26.912					true	0.040	true	1	45						1.090	0.903	N	N	N	Y	N	N
298	M10	false	1	brsv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.155	true	1	45						0.000	0.000	N	N	N	Y	N	N
299	M11	false	1	18s	UNKNOWN	FAM	NFQ-MGB	34.222	34.222					true	0.121	true	1	45						1.156	0.895	N	N	N	Y	N	N
299	M11	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.883	26.883					true	0.040	true	1	45						1.080	0.846	N	N	N	Y	N	N
300	M12	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.577	26.577					true	0.040	true	1	45						1.091	0.896	N	N	N	Y	N	N
300	M12	false	1	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	35.883	35.883					true	0.111	true	1	45						1.267	0.829	N	N	N	Y	N	N
301	M13	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.757	26.757					true	0.040	true	1	45						1.089	0.867	N	N	N	Y	N	N
301	M13	false	1	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	33.954	33.954					true	0.122	true	1	45						1.275	0.928	N	N	N	Y	N	N
302	M14	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.903	26.903					true	0.040	true	1	45						1.096	0.930	N	N	N	Y	N	N
302	M14	false	1	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	34.860	34.860					true	0.062	true	1	45						1.134	0.759	N	N	N	Y	N	N
303	M15	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.768	26.768					true	0.040	true	1	45						1.093	0.862	N	N	N	Y	N	N
303	M15	false	1	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	35.309	35.309					true	0.132	true	1	45						1.245	0.874	N	N	N	Y	N	N
304	M16	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	25.981	25.981					true	0.040	true	1	45						1.096	0.865	N	N	N	Y	N	N
304	M16	false	1	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.218	true	1	45						0.000	0.000	N	N	N	Y	N	N
305	M17	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	25.833	25.833					true	0.040	true	1	45						1.054	0.837	N	N	N	Y	N	Y
305	M17	false	1	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	33.756	33.756					true	0.131	true	1	45						1.329	0.922	N	N	N	Y	N	Y
306	M18	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.402	26.402					true	0.040	true	1	45						1.113	0.855	Y	N	N	Y	N	N
306	M18	false	1	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	31.207	31.207					true	0.040	true	1	45						1.120	0.865	Y	N	N	Y	N	N
307	M19	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.073	27.073					true	0.040	true	1	45						1.083	0.861	N	N	N	Y	N	N
307	M19	false	1	eaec_aata	UNKNOWN	FAM	NFQ-MGB	32.094	32.094					true	0.040	true	1	45						0.975	0.691	N	N	N	Y	N	N
308	M20	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.528	26.528					true	0.040	true	1	45						1.089	0.846	N	N	N	Y	N	N
308	M20	false	1	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	34.444	34.444					true	0.094	true	1	45						1.187	0.917	N	N	N	Y	N	N
309	M21	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.059	27.059					true	0.040	true	1	45						1.076	0.841	N	N	N	Y	N	N
309	M21	false	1	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	35.357	35.357					true	0.240	true	1	45						1.383	0.903	N	N	N	Y	N	N
310	M22	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.671	26.671					true	0.040	true	1	45						1.077	0.856	N	N	N	Y	N	N
310	M22	false	1	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	36.214	36.214					true	0.158	true	1	45						1.281	0.946	N	N	N	Y	N	N
311	M23	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.887	26.887					true	0.040	true	1	45						1.082	0.851	N	N	N	Y	N	N
311	M23	false	1	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	33.049	33.049					true	0.099	true	1	45						1.223	0.943	N	N	N	Y	N	N
312	M24	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.880	26.880					true	0.040	true	1	45						1.070	0.903	N	N	Y	Y	N	N
312	M24	false	1	epec_eae	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.179	true	1	45						0.000	0.000	N	N	Y	Y	N	N
313	N1	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	28.883	28.883					true	0.040	true	1	45						0.718	0.581	N	N	N	Y	N	N
313	N1	false	1	etec_lt	UNKNOWN	FAM	NFQ-MGB	32.244	32.244					true	0.128	true	1	45						1.301	0.948	N	N	N	Y	N	N
314	N2	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.466	26.466					true	0.040	true	1	45						1.074	0.893	N	N	Y	Y	N	N
314	N2	false	1	etec_sth	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.169	true	1	45						0.000	0.000	N	N	Y	Y	N	N
315	N3	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.670	26.670					true	0.040	true	1	45						1.084	0.881	N	N	Y	Y	N	N
315	N3	false	1	etec_stp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
316	N4	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.734	26.734					true	0.040	true	1	45						1.071	0.922	N	N	N	Y	N	N
316	N4	false	1	giardia_spp	UNKNOWN	FAM	NFQ-MGB	30.730	30.730					true	0.147	true	1	45						1.231	0.944	N	N	N	Y	N	N
317	N5	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.631	26.631					true	0.040	true	1	45						1.089	0.905	N	N	N	Y	N	N
317	N5	false	1	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	33.707	33.707					true	0.085	true	1	45						1.173	0.824	N	N	N	Y	N	N
318	N6	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.900	26.900					true	0.040	true	1	45						1.086	0.844	N	Y	Y	Y	N	N
318	N6	false	1	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.119	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
319	N7	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.219	26.219					true	0.040	true	1	45						1.108	0.864	N	N	N	Y	N	N
319	N7	false	1	hep_g	UNKNOWN	FAM	NFQ-MGB	27.327	27.327					true	0.201	true	1	45						1.319	0.917	N	N	N	Y	N	N
320	N8	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.804	26.804					true	0.040	true	1	45						1.091	0.883	N	N	Y	Y	N	N
320	N8	false	1	hf183	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.138	true	1	45						0.000	0.000	N	N	Y	Y	N	N
321	N9	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.904	26.904					true	0.040	true	1	45						1.095	0.862	N	N	N	Y	N	N
321	N9	false	1	human_mtdna	UNKNOWN	FAM	NFQ-MGB	34.643	34.643					true	0.065	true	1	45						1.147	0.738	N	N	N	Y	N	N
322	N10	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.725	26.725					true	0.040	true	1	45						1.090	0.889	N	N	N	Y	N	N
322	N10	false	1	necator_americanus	UNKNOWN	FAM	NFQ-MGB	34.017	34.017					true	0.073	true	1	45						1.168	0.864	N	N	N	Y	N	N
323	N11	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.643	26.643					true	0.040	true	1	45						1.089	0.894	N	Y	Y	Y	N	N
323	N11	false	1	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.096	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
324	N12	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.817	26.817					true	0.040	true	1	45						1.092	0.880	N	Y	Y	Y	N	N
324	N12	false	1	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.103	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
325	N13	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.348	27.348					true	0.040	true	1	45						1.090	0.902	N	N	N	Y	N	N
325	N13	false	1	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	32.563	32.563					true	0.134	true	1	45						1.234	0.944	N	N	N	Y	N	N
326	N14	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.693	26.693					true	0.040	true	1	45						1.088	0.935	N	N	N	Y	N	N
326	N14	false	1	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.156	true	1	45						0.000	0.000	N	N	N	Y	N	N
327	N15	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.243	26.243					true	0.040	true	1	45						1.093	0.876	N	Y	Y	Y	N	N
327	N15	false	1	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.226	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
328	N16	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.049	27.049					true	0.040	true	1	45						1.086	0.884	N	N	Y	Y	N	N
328	N16	false	1	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.087	true	1	45						0.000	0.000	N	N	Y	Y	N	N
329	N17	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.038	27.038					true	0.040	true	1	45						1.079	0.873	N	N	N	Y	N	N
329	N17	false	1	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.125	true	1	45						0.000	0.000	N	N	N	Y	N	N
330	N18	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.647	26.647					true	0.040	true	1	45						1.088	0.872	N	N	N	Y	N	N
330	N18	false	1	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	33.810	33.810					true	0.164	true	1	45						1.271	0.922	N	N	N	Y	N	N
331	N19	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.392	26.392					true	0.040	true	1	45						1.069	0.885	N	N	N	Y	N	N
331	N19	false	1	stec_stx1	UNKNOWN	FAM	NFQ-MGB	35.717	35.717					true	0.205	true	1	45						1.345	0.914	N	N	N	Y	N	N
332	N20	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.807	26.807					true	0.040	true	1	45						1.083	0.864	N	N	Y	Y	N	N
332	N20	false	1	stec_stx2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.143	true	1	45						0.000	0.000	N	N	Y	Y	N	N
333	N21	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.694	26.694					true	0.040	true	1	45						1.078	0.869	N	N	N	Y	N	N
333	N21	false	1	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	33.989	33.989					true	0.201	true	1	45						1.385	0.856	N	N	N	Y	N	N
334	N22	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.977	26.977					true	0.040	true	1	45						1.075	0.846	N	N	Y	Y	N	N
334	N22	false	1	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.352	true	1	45						0.000	0.000	N	N	Y	Y	N	N
335	N23	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	26.594	26.594					true	0.040	true	1	45						1.077	0.925	N	N	Y	Y	N	N
335	N23	false	1	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.080	true	1	45						0.000	0.000	N	N	Y	Y	N	N
336	N24	false	1	IPC	UNKNOWN	VIC	NFQ-MGB	27.006	27.006					true	0.040	true	1	45						1.062	0.870	N	N	Y	Y	N	N
336	N24	false	1	zika	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.192	true	1	45						0.000	0.000	N	N	Y	Y	N	N
337	O1	false	NTC	16s	UNKNOWN	FAM	NFQ-MGB	30.407	30.407					true	0.040	true	1	45						0.902	0.831	N	N	N	Y	N	N
337	O1	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.514	26.514					true	0.040	true	1	45						1.061	0.924	N	N	N	Y	N	N
338	O2	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.121	27.121					true	0.040	true	1	45						1.073	0.905	N	N	Y	Y	N	N
338	O2	false	NTC	acanthamoeba_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.130	true	1	45						0.000	0.000	N	N	Y	Y	N	N
339	O3	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.913	26.913					true	0.040	true	1	45						1.074	0.883	N	N	Y	Y	N	N
339	O3	false	NTC	adenovirus_40_41	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.045	true	1	45						0.000	0.000	N	N	Y	Y	N	N
340	O4	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.123	27.123					true	0.040	true	1	45						1.071	0.856	N	Y	Y	Y	N	N
340	O4	false	NTC	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.165	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
341	O5	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.335	26.335					true	0.040	true	1	45						1.056	0.754	N	N	Y	Y	N	N
341	O5	false	NTC	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
342	O6	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	24.293	24.293					true	0.040	true	1	45						1.065	0.822	N	N	N	Y	N	N
342	O6	false	NTC	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.101	true	1	45						0.000	0.000	N	N	N	Y	N	N
343	O7	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.167	27.167					true	0.040	true	1	45						1.085	0.845	N	Y	Y	Y	N	N
343	O7	false	NTC	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.316	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
344	O8	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.568	26.568					true	0.040	true	1	45						1.092	0.886	N	N	Y	Y	N	N
344	O8	false	NTC	bhv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
345	O9	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.904	26.904					true	0.040	true	1	45						1.088	0.895	N	N	Y	Y	N	N
345	O9	false	NTC	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
346	O10	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	25.864	25.864					true	0.040	true	1	45						1.068	0.921	N	N	N	Y	N	N
346	O10	false	NTC	brsv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.155	true	1	45						0.000	0.000	N	N	N	Y	N	N
347	O11	false	NTC	18s	UNKNOWN	FAM	NFQ-MGB	32.253	32.253					true	0.121	true	1	45						1.220	0.962	N	N	N	Y	N	N
347	O11	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.295	26.295					true	0.040	true	1	45						1.086	0.836	N	N	N	Y	N	N
348	O12	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.639	26.639					true	0.040	true	1	45						1.083	0.880	N	N	N	Y	N	N
348	O12	false	NTC	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.111	true	1	45						0.000	0.000	N	N	N	Y	N	N
349	O13	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.081	27.081					true	0.040	true	1	45						1.083	0.918	N	N	Y	Y	N	N
349	O13	false	NTC	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.122	true	1	45						0.000	0.000	N	N	Y	Y	N	N
